survtype,countryname,yearweek,pathogen,pathogentype,indicator,age,value
non-sentinel,Greece,2024-W36,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,0
non-sentinel,Greece,2024-W36,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,0
non-sentinel,Greece,2024-W36,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,594
non-sentinel,Greece,2024-W36,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,594
non-sentinel,Greece,2024-W35,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,0
non-sentinel,Greece,2024-W35,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,0
non-sentinel,Greece,2024-W35,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,0
non-sentinel,Greece,2024-W35,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,0
non-sentinel,Greece,2024-W35,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,8
non-sentinel,Greece,2024-W35,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,8
non-sentinel,Greece,2024-W35,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Greece,2024-W35,SARS-CoV-2,SARS-CoV-2,deaths,15-64,1
non-sentinel,Greece,2024-W35,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Greece,2024-W35,SARS-CoV-2,SARS-CoV-2,deaths,65+,39
non-sentinel,Greece,2024-W35,SARS-CoV-2,SARS-CoV-2,deaths,total,40
non-sentinel,Greece,2024-W35,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Greece,2024-W35,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,0
non-sentinel,Greece,2024-W35,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,0
non-sentinel,Greece,2024-W35,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,0
non-sentinel,Greece,2024-W35,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,0
non-sentinel,Greece,2024-W35,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,673
non-sentinel,Greece,2024-W35,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,673
non-sentinel,Greece,2024-W34,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,0
non-sentinel,Greece,2024-W34,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,0
non-sentinel,Greece,2024-W34,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,0
non-sentinel,Greece,2024-W34,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,0
non-sentinel,Greece,2024-W34,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,19
non-sentinel,Greece,2024-W34,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,19
non-sentinel,Greece,2024-W34,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Greece,2024-W34,SARS-CoV-2,SARS-CoV-2,deaths,15-64,1
non-sentinel,Greece,2024-W34,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Greece,2024-W34,SARS-CoV-2,SARS-CoV-2,deaths,65+,45
non-sentinel,Greece,2024-W34,SARS-CoV-2,SARS-CoV-2,deaths,total,46
non-sentinel,Greece,2024-W34,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Greece,2024-W34,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,0
non-sentinel,Greece,2024-W34,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,0
non-sentinel,Greece,2024-W34,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,0
non-sentinel,Greece,2024-W34,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,0
non-sentinel,Greece,2024-W34,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,815
non-sentinel,Greece,2024-W34,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,815
non-sentinel,Greece,2024-W33,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,0
non-sentinel,Greece,2024-W33,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,0
non-sentinel,Greece,2024-W33,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,0
non-sentinel,Greece,2024-W33,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,0
non-sentinel,Greece,2024-W33,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,11
non-sentinel,Greece,2024-W33,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,11
non-sentinel,Greece,2024-W33,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Greece,2024-W33,SARS-CoV-2,SARS-CoV-2,deaths,15-64,1
non-sentinel,Greece,2024-W33,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Greece,2024-W33,SARS-CoV-2,SARS-CoV-2,deaths,65+,36
non-sentinel,Greece,2024-W33,SARS-CoV-2,SARS-CoV-2,deaths,total,37
non-sentinel,Greece,2024-W33,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Greece,2024-W33,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,0
non-sentinel,Greece,2024-W33,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,0
non-sentinel,Greece,2024-W33,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,0
non-sentinel,Greece,2024-W33,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,0
non-sentinel,Greece,2024-W33,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,771
non-sentinel,Greece,2024-W33,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,771
non-sentinel,Greece,2024-W32,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,0
non-sentinel,Greece,2024-W32,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,0
non-sentinel,Greece,2024-W32,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,0
non-sentinel,Greece,2024-W32,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,0
non-sentinel,Greece,2024-W32,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,13
non-sentinel,Greece,2024-W32,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,13
non-sentinel,Greece,2024-W32,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Greece,2024-W32,SARS-CoV-2,SARS-CoV-2,deaths,15-64,1
non-sentinel,Greece,2024-W32,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Greece,2024-W32,SARS-CoV-2,SARS-CoV-2,deaths,65+,39
non-sentinel,Greece,2024-W32,SARS-CoV-2,SARS-CoV-2,deaths,total,40
non-sentinel,Greece,2024-W32,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Greece,2024-W32,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,0
non-sentinel,Greece,2024-W32,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,0
non-sentinel,Greece,2024-W32,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,0
non-sentinel,Greece,2024-W32,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,0
non-sentinel,Greece,2024-W32,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,817
non-sentinel,Greece,2024-W32,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,817
non-sentinel,Greece,2024-W31,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,0
non-sentinel,Greece,2024-W31,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,0
non-sentinel,Greece,2024-W31,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,0
non-sentinel,Greece,2024-W31,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,0
non-sentinel,Greece,2024-W31,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,12
non-sentinel,Greece,2024-W31,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,12
non-sentinel,Greece,2024-W31,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Greece,2024-W31,SARS-CoV-2,SARS-CoV-2,deaths,15-64,4
non-sentinel,Greece,2024-W31,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Greece,2024-W31,SARS-CoV-2,SARS-CoV-2,deaths,65+,37
non-sentinel,Greece,2024-W31,SARS-CoV-2,SARS-CoV-2,deaths,total,41
non-sentinel,Greece,2024-W31,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Greece,2024-W31,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,0
non-sentinel,Greece,2024-W31,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,0
non-sentinel,Greece,2024-W31,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,0
non-sentinel,Greece,2024-W31,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,0
non-sentinel,Greece,2024-W31,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,833
non-sentinel,Greece,2024-W31,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,833
non-sentinel,Greece,2024-W30,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,0
non-sentinel,Greece,2024-W30,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,0
non-sentinel,Greece,2024-W30,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,0
non-sentinel,Greece,2024-W30,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,0
non-sentinel,Greece,2024-W30,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,19
non-sentinel,Greece,2024-W30,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,19
non-sentinel,Greece,2024-W30,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Greece,2024-W30,SARS-CoV-2,SARS-CoV-2,deaths,15-64,1
non-sentinel,Greece,2024-W30,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Greece,2024-W30,SARS-CoV-2,SARS-CoV-2,deaths,65+,46
non-sentinel,Greece,2024-W30,SARS-CoV-2,SARS-CoV-2,deaths,total,47
non-sentinel,Greece,2024-W30,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Greece,2024-W30,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,0
non-sentinel,Greece,2024-W30,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,0
non-sentinel,Greece,2024-W30,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,0
non-sentinel,Greece,2024-W30,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,0
non-sentinel,Greece,2024-W30,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,923
non-sentinel,Greece,2024-W30,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,923
non-sentinel,Greece,2024-W29,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,0
non-sentinel,Greece,2024-W29,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,0
non-sentinel,Greece,2024-W29,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,0
non-sentinel,Greece,2024-W29,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,0
non-sentinel,Greece,2024-W29,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,6
non-sentinel,Greece,2024-W29,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,6
non-sentinel,Greece,2024-W29,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Greece,2024-W29,SARS-CoV-2,SARS-CoV-2,deaths,15-64,1
non-sentinel,Greece,2024-W29,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Greece,2024-W29,SARS-CoV-2,SARS-CoV-2,deaths,65+,41
non-sentinel,Greece,2024-W29,SARS-CoV-2,SARS-CoV-2,deaths,total,42
non-sentinel,Greece,2024-W29,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Greece,2024-W29,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,0
non-sentinel,Greece,2024-W29,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,0
non-sentinel,Greece,2024-W29,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,0
non-sentinel,Greece,2024-W29,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,0
non-sentinel,Greece,2024-W29,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,788
non-sentinel,Greece,2024-W29,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,788
non-sentinel,Greece,2024-W28,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,0
non-sentinel,Greece,2024-W28,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,0
non-sentinel,Greece,2024-W28,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,0
non-sentinel,Greece,2024-W28,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,0
non-sentinel,Greece,2024-W28,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,13
non-sentinel,Greece,2024-W28,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,13
non-sentinel,Greece,2024-W28,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Greece,2024-W28,SARS-CoV-2,SARS-CoV-2,deaths,15-64,1
non-sentinel,Greece,2024-W28,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Greece,2024-W28,SARS-CoV-2,SARS-CoV-2,deaths,65+,27
non-sentinel,Greece,2024-W28,SARS-CoV-2,SARS-CoV-2,deaths,total,28
non-sentinel,Greece,2024-W28,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Greece,2024-W28,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,0
non-sentinel,Greece,2024-W28,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,0
non-sentinel,Greece,2024-W28,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,0
non-sentinel,Greece,2024-W28,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,0
non-sentinel,Greece,2024-W28,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,669
non-sentinel,Greece,2024-W28,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,669
non-sentinel,Greece,2024-W27,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,0
non-sentinel,Greece,2024-W27,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,0
non-sentinel,Greece,2024-W27,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,0
non-sentinel,Greece,2024-W27,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,0
non-sentinel,Greece,2024-W27,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,10
non-sentinel,Greece,2024-W27,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,10
non-sentinel,Greece,2024-W27,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Greece,2024-W27,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Greece,2024-W27,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Greece,2024-W27,SARS-CoV-2,SARS-CoV-2,deaths,65+,22
non-sentinel,Greece,2024-W27,SARS-CoV-2,SARS-CoV-2,deaths,total,22
non-sentinel,Greece,2024-W27,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Greece,2024-W27,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,0
non-sentinel,Greece,2024-W27,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,0
non-sentinel,Greece,2024-W27,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,0
non-sentinel,Greece,2024-W27,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,0
non-sentinel,Greece,2024-W27,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,575
non-sentinel,Greece,2024-W27,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,575
non-sentinel,Greece,2024-W26,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,0
non-sentinel,Greece,2024-W26,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,0
non-sentinel,Greece,2024-W26,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,0
non-sentinel,Greece,2024-W26,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,0
non-sentinel,Greece,2024-W26,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,6
non-sentinel,Greece,2024-W26,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,6
non-sentinel,Greece,2024-W26,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Greece,2024-W26,SARS-CoV-2,SARS-CoV-2,deaths,15-64,1
non-sentinel,Greece,2024-W26,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Greece,2024-W26,SARS-CoV-2,SARS-CoV-2,deaths,65+,23
non-sentinel,Greece,2024-W26,SARS-CoV-2,SARS-CoV-2,deaths,total,24
non-sentinel,Greece,2024-W26,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Greece,2024-W26,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,0
non-sentinel,Greece,2024-W26,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,0
non-sentinel,Greece,2024-W26,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,0
non-sentinel,Greece,2024-W26,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,0
non-sentinel,Greece,2024-W26,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,472
non-sentinel,Greece,2024-W26,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,472
non-sentinel,Greece,2024-W25,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,0
non-sentinel,Greece,2024-W25,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,0
non-sentinel,Greece,2024-W25,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,0
non-sentinel,Greece,2024-W25,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,0
non-sentinel,Greece,2024-W25,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,4
non-sentinel,Greece,2024-W25,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,4
non-sentinel,Greece,2024-W25,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Greece,2024-W25,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Greece,2024-W25,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Greece,2024-W25,SARS-CoV-2,SARS-CoV-2,deaths,65+,19
non-sentinel,Greece,2024-W25,SARS-CoV-2,SARS-CoV-2,deaths,total,19
non-sentinel,Greece,2024-W25,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Greece,2024-W25,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,0
non-sentinel,Greece,2024-W25,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,0
non-sentinel,Greece,2024-W25,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,0
non-sentinel,Greece,2024-W25,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,0
non-sentinel,Greece,2024-W25,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,487
non-sentinel,Greece,2024-W25,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,487
non-sentinel,Greece,2024-W24,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,0
non-sentinel,Greece,2024-W24,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,0
non-sentinel,Greece,2024-W24,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,0
non-sentinel,Greece,2024-W24,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,0
non-sentinel,Greece,2024-W24,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,3
non-sentinel,Greece,2024-W24,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,3
non-sentinel,Greece,2024-W24,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Greece,2024-W24,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Greece,2024-W24,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Greece,2024-W24,SARS-CoV-2,SARS-CoV-2,deaths,65+,6
non-sentinel,Greece,2024-W24,SARS-CoV-2,SARS-CoV-2,deaths,total,6
non-sentinel,Greece,2024-W24,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Greece,2024-W24,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,0
non-sentinel,Greece,2024-W24,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,0
non-sentinel,Greece,2024-W24,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,0
non-sentinel,Greece,2024-W24,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,0
non-sentinel,Greece,2024-W24,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,324
non-sentinel,Greece,2024-W24,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,324
non-sentinel,Greece,2024-W23,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,0
non-sentinel,Greece,2024-W23,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,0
non-sentinel,Greece,2024-W23,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,0
non-sentinel,Greece,2024-W23,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,0
non-sentinel,Greece,2024-W23,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,5
non-sentinel,Greece,2024-W23,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,5
non-sentinel,Greece,2024-W23,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Greece,2024-W23,SARS-CoV-2,SARS-CoV-2,deaths,15-64,1
non-sentinel,Greece,2024-W23,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Greece,2024-W23,SARS-CoV-2,SARS-CoV-2,deaths,65+,7
non-sentinel,Greece,2024-W23,SARS-CoV-2,SARS-CoV-2,deaths,total,8
non-sentinel,Greece,2024-W23,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Greece,2024-W23,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,0
non-sentinel,Greece,2024-W23,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,0
non-sentinel,Greece,2024-W23,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,0
non-sentinel,Greece,2024-W23,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,0
non-sentinel,Greece,2024-W23,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,235
non-sentinel,Greece,2024-W23,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,235
non-sentinel,Greece,2024-W22,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,0
non-sentinel,Greece,2024-W22,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,0
non-sentinel,Greece,2024-W22,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,0
non-sentinel,Greece,2024-W22,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,0
non-sentinel,Greece,2024-W22,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,1
non-sentinel,Greece,2024-W22,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,1
non-sentinel,Greece,2024-W22,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Greece,2024-W22,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Greece,2024-W22,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Greece,2024-W22,SARS-CoV-2,SARS-CoV-2,deaths,65+,3
non-sentinel,Greece,2024-W22,SARS-CoV-2,SARS-CoV-2,deaths,total,3
non-sentinel,Greece,2024-W22,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Greece,2024-W22,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,0
non-sentinel,Greece,2024-W22,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,0
non-sentinel,Greece,2024-W22,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,0
non-sentinel,Greece,2024-W22,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,0
non-sentinel,Greece,2024-W22,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,153
non-sentinel,Greece,2024-W22,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,153
non-sentinel,Greece,2024-W21,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,0
non-sentinel,Greece,2024-W21,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,0
non-sentinel,Greece,2024-W21,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,0
non-sentinel,Greece,2024-W21,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,0
non-sentinel,Greece,2024-W21,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,3
non-sentinel,Greece,2024-W21,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,3
non-sentinel,Greece,2024-W21,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Greece,2024-W21,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Greece,2024-W21,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Greece,2024-W21,SARS-CoV-2,SARS-CoV-2,deaths,65+,6
non-sentinel,Greece,2024-W21,SARS-CoV-2,SARS-CoV-2,deaths,total,6
non-sentinel,Greece,2024-W21,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Greece,2024-W21,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,0
non-sentinel,Greece,2024-W21,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,0
non-sentinel,Greece,2024-W21,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,0
non-sentinel,Greece,2024-W21,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,0
non-sentinel,Greece,2024-W21,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,158
non-sentinel,Greece,2024-W21,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,158
non-sentinel,Greece,2024-W20,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,0
non-sentinel,Greece,2024-W20,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,0
non-sentinel,Greece,2024-W20,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,0
non-sentinel,Greece,2024-W20,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,0
non-sentinel,Greece,2024-W20,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,1
non-sentinel,Greece,2024-W20,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,1
non-sentinel,Greece,2024-W20,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Greece,2024-W20,SARS-CoV-2,SARS-CoV-2,deaths,15-64,1
non-sentinel,Greece,2024-W20,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
