survtype,countryname,yearweek,pathogen,pathogentype,indicator,age,value
non-sentinel,Greece,2024-W20,SARS-CoV-2,SARS-CoV-2,deaths,65+,1
non-sentinel,Greece,2024-W20,SARS-CoV-2,SARS-CoV-2,deaths,total,2
non-sentinel,Greece,2024-W20,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Greece,2024-W20,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,0
non-sentinel,Greece,2024-W20,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,0
non-sentinel,Greece,2024-W20,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,0
non-sentinel,Greece,2024-W20,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,0
non-sentinel,Greece,2024-W20,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,117
non-sentinel,Greece,2024-W20,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,117
non-sentinel,Greece,2024-W19,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,0
non-sentinel,Greece,2024-W19,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,0
non-sentinel,Greece,2024-W19,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,0
non-sentinel,Greece,2024-W19,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,0
non-sentinel,Greece,2024-W19,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,1
non-sentinel,Greece,2024-W19,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,1
non-sentinel,Greece,2024-W19,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Greece,2024-W19,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Greece,2024-W19,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Greece,2024-W19,SARS-CoV-2,SARS-CoV-2,deaths,65+,4
non-sentinel,Greece,2024-W19,SARS-CoV-2,SARS-CoV-2,deaths,total,4
non-sentinel,Greece,2024-W19,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Greece,2024-W19,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,0
non-sentinel,Greece,2024-W19,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,0
non-sentinel,Greece,2024-W19,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,0
non-sentinel,Greece,2024-W19,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,0
non-sentinel,Greece,2024-W19,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,78
non-sentinel,Greece,2024-W19,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,78
non-sentinel,Greece,2024-W18,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,0
non-sentinel,Greece,2024-W18,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,0
non-sentinel,Greece,2024-W18,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,0
non-sentinel,Greece,2024-W18,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,0
non-sentinel,Greece,2024-W18,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,4
non-sentinel,Greece,2024-W18,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,4
non-sentinel,Greece,2024-W18,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Greece,2024-W18,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Greece,2024-W18,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Greece,2024-W18,SARS-CoV-2,SARS-CoV-2,deaths,65+,2
non-sentinel,Greece,2024-W18,SARS-CoV-2,SARS-CoV-2,deaths,total,2
non-sentinel,Greece,2024-W18,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Greece,2024-W18,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,0
non-sentinel,Greece,2024-W18,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,0
non-sentinel,Greece,2024-W18,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,0
non-sentinel,Greece,2024-W18,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,0
non-sentinel,Greece,2024-W18,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,82
non-sentinel,Greece,2024-W18,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,82
non-sentinel,Greece,2024-W17,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,0
non-sentinel,Greece,2024-W17,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,0
non-sentinel,Greece,2024-W17,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,0
non-sentinel,Greece,2024-W17,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,0
non-sentinel,Greece,2024-W17,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,3
non-sentinel,Greece,2024-W17,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,3
non-sentinel,Greece,2024-W17,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Greece,2024-W17,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Greece,2024-W17,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Greece,2024-W17,SARS-CoV-2,SARS-CoV-2,deaths,65+,2
non-sentinel,Greece,2024-W17,SARS-CoV-2,SARS-CoV-2,deaths,total,2
non-sentinel,Greece,2024-W17,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Greece,2024-W17,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,0
non-sentinel,Greece,2024-W17,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,0
non-sentinel,Greece,2024-W17,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,0
non-sentinel,Greece,2024-W17,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,0
non-sentinel,Greece,2024-W17,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,83
non-sentinel,Greece,2024-W17,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,83
non-sentinel,Greece,2024-W16,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,0
non-sentinel,Greece,2024-W16,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,0
non-sentinel,Greece,2024-W16,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,0
non-sentinel,Greece,2024-W16,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,0
non-sentinel,Greece,2024-W16,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,2
non-sentinel,Greece,2024-W16,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,2
non-sentinel,Greece,2024-W16,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Greece,2024-W16,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Greece,2024-W16,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Greece,2024-W16,SARS-CoV-2,SARS-CoV-2,deaths,65+,6
non-sentinel,Greece,2024-W16,SARS-CoV-2,SARS-CoV-2,deaths,total,6
non-sentinel,Greece,2024-W16,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Greece,2024-W16,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,0
non-sentinel,Greece,2024-W16,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,0
non-sentinel,Greece,2024-W16,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,0
non-sentinel,Greece,2024-W16,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,0
non-sentinel,Greece,2024-W16,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,81
non-sentinel,Greece,2024-W16,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,81
non-sentinel,Greece,2024-W15,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,0
non-sentinel,Greece,2024-W15,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,0
non-sentinel,Greece,2024-W15,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,0
non-sentinel,Greece,2024-W15,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,0
non-sentinel,Greece,2024-W15,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,0
non-sentinel,Greece,2024-W15,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,0
non-sentinel,Greece,2024-W15,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Greece,2024-W15,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Greece,2024-W15,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Greece,2024-W15,SARS-CoV-2,SARS-CoV-2,deaths,65+,4
non-sentinel,Greece,2024-W15,SARS-CoV-2,SARS-CoV-2,deaths,total,4
non-sentinel,Greece,2024-W15,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Greece,2024-W15,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,0
non-sentinel,Greece,2024-W15,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,0
non-sentinel,Greece,2024-W15,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,0
non-sentinel,Greece,2024-W15,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,0
non-sentinel,Greece,2024-W15,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,66
non-sentinel,Greece,2024-W15,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,66
non-sentinel,Greece,2024-W14,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,0
non-sentinel,Greece,2024-W14,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,0
non-sentinel,Greece,2024-W14,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,0
non-sentinel,Greece,2024-W14,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,0
non-sentinel,Greece,2024-W14,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,0
non-sentinel,Greece,2024-W14,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,0
non-sentinel,Greece,2024-W14,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Greece,2024-W14,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Greece,2024-W14,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Greece,2024-W14,SARS-CoV-2,SARS-CoV-2,deaths,65+,6
non-sentinel,Greece,2024-W14,SARS-CoV-2,SARS-CoV-2,deaths,total,6
non-sentinel,Greece,2024-W14,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Greece,2024-W14,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,0
non-sentinel,Greece,2024-W14,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,0
non-sentinel,Greece,2024-W14,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,0
non-sentinel,Greece,2024-W14,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,0
non-sentinel,Greece,2024-W14,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,77
non-sentinel,Greece,2024-W14,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,77
non-sentinel,Greece,2024-W13,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,0
non-sentinel,Greece,2024-W13,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,0
non-sentinel,Greece,2024-W13,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,0
non-sentinel,Greece,2024-W13,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,0
non-sentinel,Greece,2024-W13,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,1
non-sentinel,Greece,2024-W13,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,1
non-sentinel,Greece,2024-W13,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Greece,2024-W13,SARS-CoV-2,SARS-CoV-2,deaths,15-64,1
non-sentinel,Greece,2024-W13,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Greece,2024-W13,SARS-CoV-2,SARS-CoV-2,deaths,65+,8
non-sentinel,Greece,2024-W13,SARS-CoV-2,SARS-CoV-2,deaths,total,9
non-sentinel,Greece,2024-W13,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Greece,2024-W13,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,0
non-sentinel,Greece,2024-W13,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,0
non-sentinel,Greece,2024-W13,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,0
non-sentinel,Greece,2024-W13,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,0
non-sentinel,Greece,2024-W13,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,79
non-sentinel,Greece,2024-W13,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,79
non-sentinel,Greece,2024-W12,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,0
non-sentinel,Greece,2024-W12,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,0
non-sentinel,Greece,2024-W12,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,0
non-sentinel,Greece,2024-W12,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,0
non-sentinel,Greece,2024-W12,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,1
non-sentinel,Greece,2024-W12,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,1
non-sentinel,Greece,2024-W12,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Greece,2024-W12,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Greece,2024-W12,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Greece,2024-W12,SARS-CoV-2,SARS-CoV-2,deaths,65+,7
non-sentinel,Greece,2024-W12,SARS-CoV-2,SARS-CoV-2,deaths,total,7
non-sentinel,Greece,2024-W12,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Greece,2024-W12,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,0
non-sentinel,Greece,2024-W12,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,0
non-sentinel,Greece,2024-W12,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,0
non-sentinel,Greece,2024-W12,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,0
non-sentinel,Greece,2024-W12,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,104
non-sentinel,Greece,2024-W12,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,104
non-sentinel,Greece,2024-W11,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,0
non-sentinel,Greece,2024-W11,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,0
non-sentinel,Greece,2024-W11,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,0
non-sentinel,Greece,2024-W11,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,0
non-sentinel,Greece,2024-W11,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,4
non-sentinel,Greece,2024-W11,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,4
non-sentinel,Greece,2024-W11,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Greece,2024-W11,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Greece,2024-W11,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Greece,2024-W11,SARS-CoV-2,SARS-CoV-2,deaths,65+,9
non-sentinel,Greece,2024-W11,SARS-CoV-2,SARS-CoV-2,deaths,total,9
non-sentinel,Greece,2024-W11,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Greece,2024-W11,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,0
non-sentinel,Greece,2024-W11,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,0
non-sentinel,Greece,2024-W11,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,0
non-sentinel,Greece,2024-W11,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,0
non-sentinel,Greece,2024-W11,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,127
non-sentinel,Greece,2024-W11,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,127
non-sentinel,Greece,2024-W10,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,0
non-sentinel,Greece,2024-W10,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,0
non-sentinel,Greece,2024-W10,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,0
non-sentinel,Greece,2024-W10,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,0
non-sentinel,Greece,2024-W10,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,0
non-sentinel,Greece,2024-W10,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,0
non-sentinel,Greece,2024-W10,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Greece,2024-W10,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Greece,2024-W10,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Greece,2024-W10,SARS-CoV-2,SARS-CoV-2,deaths,65+,14
non-sentinel,Greece,2024-W10,SARS-CoV-2,SARS-CoV-2,deaths,total,14
non-sentinel,Greece,2024-W10,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Greece,2024-W10,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,0
non-sentinel,Greece,2024-W10,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,0
non-sentinel,Greece,2024-W10,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,0
non-sentinel,Greece,2024-W10,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,0
non-sentinel,Greece,2024-W10,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,143
non-sentinel,Greece,2024-W10,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,143
non-sentinel,Greece,2024-W09,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,0
non-sentinel,Greece,2024-W09,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,0
non-sentinel,Greece,2024-W09,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,0
non-sentinel,Greece,2024-W09,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,0
non-sentinel,Greece,2024-W09,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,1
non-sentinel,Greece,2024-W09,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,1
non-sentinel,Greece,2024-W09,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Greece,2024-W09,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Greece,2024-W09,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Greece,2024-W09,SARS-CoV-2,SARS-CoV-2,deaths,65+,14
non-sentinel,Greece,2024-W09,SARS-CoV-2,SARS-CoV-2,deaths,total,14
non-sentinel,Greece,2024-W09,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Greece,2024-W09,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,0
non-sentinel,Greece,2024-W09,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,0
non-sentinel,Greece,2024-W09,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,0
non-sentinel,Greece,2024-W09,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,0
non-sentinel,Greece,2024-W09,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,208
non-sentinel,Greece,2024-W09,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,208
non-sentinel,Greece,2024-W08,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,0
non-sentinel,Greece,2024-W08,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,0
non-sentinel,Greece,2024-W08,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,0
non-sentinel,Greece,2024-W08,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,0
non-sentinel,Greece,2024-W08,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,6
non-sentinel,Greece,2024-W08,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,6
non-sentinel,Greece,2024-W08,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Greece,2024-W08,SARS-CoV-2,SARS-CoV-2,deaths,15-64,2
non-sentinel,Greece,2024-W08,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Greece,2024-W08,SARS-CoV-2,SARS-CoV-2,deaths,65+,17
non-sentinel,Greece,2024-W08,SARS-CoV-2,SARS-CoV-2,deaths,total,19
non-sentinel,Greece,2024-W08,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Greece,2024-W08,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,0
non-sentinel,Greece,2024-W08,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,0
non-sentinel,Greece,2024-W08,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,0
non-sentinel,Greece,2024-W08,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,0
non-sentinel,Greece,2024-W08,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,298
non-sentinel,Greece,2024-W08,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,298
non-sentinel,Greece,2024-W07,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,0
non-sentinel,Greece,2024-W07,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,0
non-sentinel,Greece,2024-W07,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,0
non-sentinel,Greece,2024-W07,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,0
non-sentinel,Greece,2024-W07,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,5
non-sentinel,Greece,2024-W07,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,5
non-sentinel,Greece,2024-W07,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Greece,2024-W07,SARS-CoV-2,SARS-CoV-2,deaths,15-64,1
non-sentinel,Greece,2024-W07,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Greece,2024-W07,SARS-CoV-2,SARS-CoV-2,deaths,65+,22
non-sentinel,Greece,2024-W07,SARS-CoV-2,SARS-CoV-2,deaths,total,23
non-sentinel,Greece,2024-W07,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Greece,2024-W07,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,0
non-sentinel,Greece,2024-W07,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,0
non-sentinel,Greece,2024-W07,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,0
non-sentinel,Greece,2024-W07,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,0
non-sentinel,Greece,2024-W07,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,300
non-sentinel,Greece,2024-W07,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,300
non-sentinel,Greece,2024-W06,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,0
non-sentinel,Greece,2024-W06,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,0
non-sentinel,Greece,2024-W06,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,0
non-sentinel,Greece,2024-W06,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,0
non-sentinel,Greece,2024-W06,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,7
non-sentinel,Greece,2024-W06,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,7
non-sentinel,Greece,2024-W06,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Greece,2024-W06,SARS-CoV-2,SARS-CoV-2,deaths,15-64,1
non-sentinel,Greece,2024-W06,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Greece,2024-W06,SARS-CoV-2,SARS-CoV-2,deaths,65+,42
non-sentinel,Greece,2024-W06,SARS-CoV-2,SARS-CoV-2,deaths,total,43
non-sentinel,Greece,2024-W06,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Greece,2024-W06,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,0
non-sentinel,Greece,2024-W06,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,0
non-sentinel,Greece,2024-W06,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,0
non-sentinel,Greece,2024-W06,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,0
non-sentinel,Greece,2024-W06,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,446
non-sentinel,Greece,2024-W06,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,446
non-sentinel,Greece,2024-W05,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,0
non-sentinel,Greece,2024-W05,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,0
non-sentinel,Greece,2024-W05,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,0
non-sentinel,Greece,2024-W05,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,0
non-sentinel,Greece,2024-W05,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,2
non-sentinel,Greece,2024-W05,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,2
non-sentinel,Greece,2024-W05,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Greece,2024-W05,SARS-CoV-2,SARS-CoV-2,deaths,15-64,1
non-sentinel,Greece,2024-W05,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Greece,2024-W05,SARS-CoV-2,SARS-CoV-2,deaths,65+,34
non-sentinel,Greece,2024-W05,SARS-CoV-2,SARS-CoV-2,deaths,total,35
non-sentinel,Greece,2024-W05,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Greece,2024-W05,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,0
non-sentinel,Greece,2024-W05,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,0
non-sentinel,Greece,2024-W05,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,0
non-sentinel,Greece,2024-W05,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,0
non-sentinel,Greece,2024-W05,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,439
non-sentinel,Greece,2024-W05,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,439
non-sentinel,Greece,2024-W04,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,0
non-sentinel,Greece,2024-W04,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,0
non-sentinel,Greece,2024-W04,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,0
non-sentinel,Greece,2024-W04,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,0
